customer_id	customer_age	arpu	model	gender
3458408264309952700				
3458764114903229854	24.0	46.77	iPhone 8 Plus (A1897)	female
3458764114903229854	56.0	99.22	HTC U12+	male
3458847612956584861	17.0	122.23	HRY-LX1MEB	male
3458883954352057562	29.0	198.54	Huawei Y Max	female
3458918406765514128	53.0	95.96	iPhone XR (A2105)	male
3458918406765514128	40.0	86.79	Huawei Y Max	female
3459024310916935608				
3459273070651410404				
345992735850961999				
3460106771691033050	20.0	37.57	ZenFone 4 Max ZC520KL	male
3460368413794503947				
3460658259713911048	35.0	80.66	Sony Xperia 1	male
3461196098210601002				
3461262969129689639	40.0	233.96	CPH1607	male
3461290349647645234	52.0	83.55	SM-N910C	male
3461409634951273314	22.0	41.37	Redmi 5 plus	female
3461542777545116431	27.0	121.25	iPhone 7 Plus (A1784)	female
3461787787193481261				
3462076269295501611	47.0	80.28		male
34621179700482750				
3462599314151786021	20.0	18.17	A37fw	male
3462878823331720582	49.0	53.99	Samsung Galaxy Note10+	male
3463080784513653951				
3463868896547271778	47.0	98.41	vivo V15	female
3463925869869020404				
346434937641975002	36.0	59.3	CPH1819	male
3464419383416646463				
3465037648838991984	26.0	120.63	A1601	female
3465514489065302305	58.0	80.0	Xiaomi Mi Mix 3	female
3465786257918030193	53.0	312.87	iPhone SE (A1723)	female
3465821629198596064	-1.0	0.0	UNKNOWN	
3465866285877188028	29.0	227.13	Mate 20	male
3466052480708621641	46.0	45.52	JERRY	
3466063475824903751	21.0	48.96	iPhone 7 Plus (A1784)	female
3466131434911469205	37.0	23.8	A37f	female
3466297860792946140	37.0	84.6	Oppo A1K	female
3466483348002453239				
3466575808931999970	-1.0	153.02	CPH1819	
3466901196318525184				
34669848463574813	63.0	80.0	SM-J510GN DS	male
3467035056657993209				
3467336920486137324	20.0	52.03	Y91	female
3467455656417177258				
3467576122593634718	51.0	39.4	iPhone 6S Plus (A1687)	male
3467698807160290428	58.0	98.08	iPhone XS (A2097)	male
3468013046461251216				
3468877652856077191	52.0	9.48	V30+	male
3469426504142681207				
3469723040507025854				
3469762975028812713	42.0	92.67	Samsung Galaxy A80	male
3469797182606297762				
3471015634039433069	22.0	22.29	X9076	male
3471078691856796952	48.0	38.22	SM-J510GN DS	male
3471087629875181570	31.0	53.73	Redmi NOTE 5	male
3471532892616403422	20.0	12.67	SM-G610F DS	male
3471683649133951152				
3471708268025557481	32.0	11.88	A71k	female
3471993321116840755	25.0	165.29	SM-J400F DS	male
347201008039669147				
347246751750334523				
3472694354846019125	29.0	92.0	SM-J106B DS	male
3472826978019928231				
3473496229211561273	-1.0	0.7	UNKNOWN	
347363475242112860				
3473741000970081176	52.0	36.98	Z007	male
3473742100481709387	51.0	45.41	ALTITUDE	male
3474107382871116007	33.0	80.0	A37fw	male
3474668605015478095				
3474871199216492222	34.0	98.65	Samsung Galaxy S10+	female
3475233548985281799	22.0	26.37	2690	male
3475325205545298709				
3475429124842782495	47.0	80.44	Sony Xperia 1	female
3475832172379359411	-1.0	4.0	UNKNOWN	
3475936463806424364	51.0	16.79	Y53	
3476327060136753236				
3476407434826565219	45.0	72.71	1606	male
3476425282377752436				
3476549372534996489	31.0	9.67	SM-A105G DS	female
3477144779958432922				
3477646097662349622				
3477830996320282958	53.0	98.08	iPhone 6 (A1586)	male
3477995362156917261	20.0	48.7	Nokia 8.1	male
3478439879973649082	34.0	98.17	Y7 Pro 2018	female
3478555302997012930	32.0	98.18		female
3478681904419375174	46.0	135.43	SM-G973F DS	male
3478978820677545120	72.0	85.41	iPhone XS (A2097)	male
3478994866186234613				
3479304982906536838	55.0	43.33	iPhone 6 (A1586)	female
3479367459232959722	57.0	0.0	CPH1853	male
3479622814489484761		54.8	Huawei Mate 20	female
3480214199447810642				
3480494137414546981	56.0	84.99	OnePlus 6T	male
3480867329810559795	-1.0	0.0	UNKNOWN	
3481273812633625100	41.0	174.73	SM-N9208	female
3481329026277078894	35.0	106.34	Honor View 20	male
3481433611509931101	28.0	21.9	N7000	
3481595174969628121	31.0	92.77	P9 Plus	male
3481797650679096262				
3481853320888753794				
3481919684327905164		52.47	Xiaomi Mi Mix 3	male
3482594021569085076	65.0	44.77	Y6	male
3483462694878844350	57.0	45.0	ZenFone Max Plus ZB570TL	male
3483505972326627589				
3483608545156147384				
3483721310315220197	30.0	178.77	R7 Plusf	male
3483989084167980903	57.0	155.05	iPhone XS (A2097)	male
3484420199486791478	40.0	98.02	iPhone 6 (A1586)	female
3484436408285803578	46.0	91.07		male
3485328073527242528	21.0	270.72	iPhone 8 Plus (A1897)	male
3485342012851852545				
3485427793056719272				
3485516446576585654	19.0	75.31	Huawei Y7 Pro (2019)	male
3485980038425013776				
3485981137936641987				
3486323131550584258	61.0	99.4	Y53	female
3486827212003685034	25.0	80.8	Y17	female
3487580239136857738				
3487643157540770430	38.0	98.15	P8 Lite	male
3487657965354660485	66.0	45.0	SM-J730G DS	female
3487878867248240734	25.0	61.57	Xiaomi Mi 8 Pro	female
3488621363839035654	44.0	339.29	iPhone XS MAX (A2101)	female
3488679367312548403		71.46	Asus ROG Phone	female
3488775546608496476	24.0	80.06	CPH1859	female
3489225564175877023				
3489393642161189353				
3490184770846142252				
3490587211985545720	50.0	179.0	Mate 9 Pro	male
3490657374810499366				
3490683609686441619				
3490769518045201614				
3490927594577372355	54.0	205.13	SM-J810Y DS	female
3490970412875529304				
349101709726574604	20.0	101.15	M2 Lite	male
3491177469402117944				
3491180767937002577				
349119527690647205				
3491372221625565227	40.0	148.57	Asus ROG Phone	female
3491941552690294612	62.0	91.87	iPhone XR (A2105)	male
3492160445360784743	20.0	39.67	UNKNOWN	male
3492220872891597320	35.0	81.16	SM-N9005	male
349222691906910805	20.0	35.6	TAB 7 Essential	female
3492294251489610029	71.0	82.56	SM-J250F DS	male
3492355161331096809				
3492453443583105644	23.0	39.25	Sony Xperia 1	male
3492793542827552795	31.0	83.93	Honor View 20	female
3492885085591949041	39.0	153.0	V7+	female
3493095200203381949	38.0	159.12	SM-A920F DS	male
3493203984307886476				
3493280513419926071	43.0	48.95	HONOR 7X	male
3493296670477505429				
3493389867125287884	51.0	38.65	vivo NEX S	male
3493805299080807338				
3494168338456802930				
3494229866467386945				
3494644767581065123	44.0	93.13	1713	male
349500088325532716				
3495039591619892500	30.0	40.0	R9s	male
3495165365031378703	85.0	112.0	Mate 9	male
3495259914981746851	23.0	141.69		male
3495389461516211768	-1.0	0.0	UNKNOWN	
3496011988984911948	20.0	102.44	CPH1853	female
3496092096975512197	-1.0	8.0	UNKNOWN	
3496177063750001345				
3496453484736615460				
3496679596266289351	-1.0	82.39	SM-J330G DS	
3497723700739205241	24.0	108.9	iPhone 7 (A1778)	male
3497818573723088360	33.0	299.73	INE-LX2	male
3497927181882617906	-1.0	8.0	UNKNOWN	
349867114960300796	37.0	82.58	Samsung Galaxy M10	female
3498714360716034127	37.0	91.27	iPhone 6 (A1586)	female
3498836062802310737	44.0	50.2	VCE-L22	male
3499021396598976627				
3499510110453717410	28.0	28.17	I9300	female
3499761282286970019				
3499929151130464132	29.0	213.96	P20	male
3501053238021006152	50.0	148.02	iPhone 8 Plus (A1897)	female
3501537906576712300	38.0	99.45	iPhone 6 (A1586)	female
3501860242162506339				
3501875635325301293				
350207807790871052				
3502381129172398861				
3502596933273309700	31.0	3.88	Redmi 5A	female
3502609799592906735	24.0	93.5	Honor 20 Lite	female
3502856399697476280				
3502962046273727951	31.0	277.54	SM-N960F DS	male
3503225165711058137	22.0	20.2	ZenFone 5 A501CG	female
3503368741516793607				
3503852656332214054	28.0	55.45	P8 Lite	female
3504227646394856380				
3504232493330685213				
3504243332367368651	33.0	40.07	V7	male
3504327191760984896	51.0	19.2	Y35	male
3504331589807497740	24.0	81.54	Huawei Nova 5T	female
3504641886737717570	52.0	111.23	SM-N950F DS	
3504737903843886678	32.0	138.27	iPhone 6 (A1586)	female
3504756452292745410	51.0	48.05	S820	female
3505242703764749964	52.0	17.85	Redmi 5	male
3505431483597235653				
3505512859043179670	23.0	39.83	A37fw	female
3505521929401544929	44.0	49.3	SM-G610F DS	
3505558799722221919	51.0	14.4	ZenFone 6 A601CG	female
3505592943740121730	57.0	104.54	iPhone 6 (A1549)	female
3505726364797459142	59.0	80.13	iPhone 6 (A1586)	female
3505897384916040565	56.0	49.12	HONOR 7S	male
3506107688845152686				
3506479884163423535				
3507021671525991558	22.0	98.4	iPhone 7 Plus (A1784)	male
3507022771037619769	32.0	52.62	SM-N9005	male
3507397036107145270	31.0	81.49	Redmi 6 pro	female
3507471745438030099	29.0	81.13	S860	female
3508913562663444753				
350934951610342642				
3509365718411110770	23.0	0.0	Y91	male
3509718411121263610	36.0	219.87	A33f	female
351006173669375204	24.0	46.09	SM-A505F DS	male
3510901570163995153	32.0	98.27	nova 3	female
3511169902610422140	33.0	48.33	vivo S1	male
3511215504897760938	22.0	66.33	iPhone 6 (A1549)	female
3511288758970198209	31.0	30.99	Oppo F11	male
3511533958469600941	41.0	88.65	V7+	female
3511947142407778696	-1.0	8.0	UNKNOWN	
3512070796120444919	49.0	85.19	V3Max	male
3512120646869677177				
3512346497270557541	20.0	45.6	Y7 Pro 2019	male
351279566820587005	32.0	48.32	nova 3	female
3512827900237093603	48.0	80.0	Samsung Galaxy Note10+	male
3512847880159639300				
3512882209309722414	46.0	105.96	Samsung Galaxy A80	male
351304664841867730	25.0	50.25	nova 3	male
3513165221164671817	20.0	96.67	iPhone 6S (A1688)	male
3513232320633239374	37.0	62.23	Y53	female
3513482761560963768	-1.0	2.47	iPhone X (A1901)	
3513542872100803007	58.0	20.51	SM-T285	
3513755943797230960				
3513772436471654125				
3514065304791702231				
3514105631362983860	24.0	48.27	Redmi NOTE 5A	female
3514325112032096814				
351464795712903226	60.0	93.72	nova 3	male
3515060563473768656	52.0	22.35	MDT6	female
3515248783021117609	119.0	116.73	Mate 9 Pro	female
3515249882532745820	38.0	50.1	SM-J700F DS	female
3515499216875792602	-1.0	169.16	iPhone XS MAX (A2101)	
3515585789428544581				
3515625827418981928	47.0	33.4	Nokia 105 DS	male
3515764770114901865	32.0	43.76	GR5	female
3516348039852582269	-1.0	97.99	M7310	
3516378792020113282	26.0	96.57	SM-A505F DS	female
3516403776999474418				
3516555148353949714				
351724447223514434				
3517442516081550965	32.0	80.33	Samsung Galaxy Note10	female
3517599855022007574	46.0	193.02	nova 3	male
3517986570091979345				
3518041896310574674				
3518084423509706103	66.0	173.73	V11i	female
3518269034738125455				
3518321211331396808	32.0	5.17	V11i	male
3518429582070352303	40.0	110.53	Samsung Galaxy S10+	male
3518474464036347084				
3519026219974590328	-1.0	120.01	iPhone 7 (A1778)	
3519226886082525700	25.0	73.78	Huawei P30	male
3519282718535323671				
3520254363842117989				
3520285289126398155				
3520566290707131060				
3520724325358725227				
3520746777951357624	31.0	145.96	SM-A510FD	female
3521315016881882505				
3521452483746226434	51.0	41.62	SM-J200GU DS	male
3521562538043252887	-1.0	5.2	UNKNOWN	
3522150963191683467	22.0	98.24	CPH1701	female
3522264917312143246				
3522294709653246835	44.0	82.33	CPH1729	male
3522708113957261122	64.0	91.59	SM-N9208	male
352270838267672849	33.0	80.06	V11	female
3522735232520695679				
3522879005753522051	23.0	99.12	iPhone 6	female
3523007918655673080	24.0	559.34	SM-G9500	male
3523452316646267991				
3524283759144905446				
3524531105613106194	37.0	98.18	Xiaomi Mi A3	male
3524847647785451835	37.0	231.4	iPhone 8 Plus (A1897)	male
3524903455586702458				
3525535361415435280	33.0	81.93	MI A2	male
3526186050081761986	40.0	112.68	CPH1853	female
3526190302803411715	23.0	31.8	P9 Lite	female
3526751194758567330				
3526843037978142672				
3527059283415709940	49.0	46.6	N7100	female
3527245258339054176	51.0	80.61	CPH1823	female
3527252215053947120	45.0	20.1	nova 3i	female
3527647412121070156	61.0	105.2	iPhone 6S (A1688)	male
3528430925559258088				
3528533158101463708	39.0	31.35	Y21	male
3529330492405761741	31.0	44.07	Y25	male
3529390902427366080	39.0	47.07	Liquid Z4	male
3529439881890970181	47.0	239.07	iPhone 6 (A1586)	female
3529517489751554534	29.0	44.05	SM-A500F	female
3529681977001615799				
3530089878375967350	63.0	29.7	SM-G318HZ DS	male
3530625734927236841				
3530834061045085149	37.0	102.98	CPH1853	female
3531169119063715966	67.0	23.12	SM-J106B DS	male
3531261757553559287	28.0	35.84	SM-G532G DS	male
3531463864817742526				
3531484453508680407				
3531637915252506583				
3531948566988659028	-1.0	86.35	iPhone 6 (A1586)	
3532441028625034752				
3532493930013230405	19.0	81.93	A3s	female
3532498026025834809	39.0	43.52	I9305	male
3532558766167622557				
3533082426249839167	41.0	17.0	iPhone 6S (A1688)	female
3533187009118596261	46.0	80.39	Honor 10 Lite	female
3533603137756668335	62.0	291.08	SM-N950F DS	male
3533636973574498729	62.0	28.87	PORSCHE DESII Mate 20	male
3533715032558635850				
3534102854247325407		106.73	iPhone 6	male
3534299514576644179				
3534446723084521826	70.0	108.33	V3	female
3534449446794185493	27.0	59.53	iPhone 6S Plus (A1687)	female
35348375543370798				
3534872753957739075	17.0	18.37	SM-J111F DS	male
3534889760593555778	-1.0	98.17	V9	
3535327758196655631	23.0	40.6	P20	male
3535432889551744222	35.0	139.3	SM-G970F DS	male
3535494201920685233				
3536264030555567499				
3536967086777804352				
3537792751684507381				
3537800566488759051	54.0	240.58	iPhone 7 (A1778)	male
3538149255117666126	32.0	53.48	ZenFone Go ZB500KL	male
3538327006091973650				
3538541155859211505				
3539123003536212519	35.0	151.53	1713	male
3539178231387059881	59.0	98.01	Nova 2i	male
3539219512331309362	55.0	28.96	iPhone X (A1901)	male
3539322064115315380				
3539609130312095731				
3539633567317772306	15.0	23.33	vivo Y22	male
3539733087461427190	55.0	80.99	SM-J500G DS	male
3539895115182239180	31.0	347.26	iPhone X (A1901)	male
3540218059619866015	51.0	126.02	SM-A700FD	male
3540513334060549592		84.07	Xiaomi Mi 9	female
3540519177277984644				
3540824863377227345	63.0	7.25	A71k	male
3540873809338138046	37.0	91.9	SM-J250G DS	male
3541649799145467290	18.0	21.33	iPhone 4S	female
3542842420181066232	50.0	151.95	F7	male
3542875749707716276	18.0	49.0	A37fw	female
3543158487469379804	58.0	103.01	iPhone 7 Plus (A1784)	female
3543167155696524107				
3543741969708717938	28.0	80.39	Asus ROG Phone	female
354380257453849281				
3544752503071517489	24.0	7.77	UNKNOWN	
3545064582979294431	47.0	55.97	JKM-LX2	male
3545119571052816093				
3545987525769637572				
3546157073086238190				
3546266324557508191				
3546820097295900401	25.0	69.04	SM-A505F DS	male
3547071026133641852	34.0	188.02		female
354716915033640941		99.36	Huawei P30	female
3547402088882613428	51.0	96.88	nova 3i	female
3547429690077839750	15.0	33.2	I9082	male
354751025529628541	38.0	68.01	iPhone 6 (A1586)	female
354751025529628541	43.0	53.33	Huawei P30 Pro	male
3549144653668550710				
354921688066233989	43.0	73.37	Oppo F11	male
354930484159259677				
3549447722912924783	37.0	80.68	SM-J600G DS	male
3549581688596934796	-1.0	3.39	UNKNOWN	
3549582788108563007	-1.0	3.39	UNKNOWN	
3549588285666704062	48.0	80.71	Honor 20 Lite	male
3549740091006822352	25.0	92.03	Oppo Reno 10x Zoom	male
3549854128504230333				
3549882562536000457	58.0	168.4	CPH1823	
3550135068849901834				
3550433232320753015	40.0	44.35	Y81	male
355046422603576504				
3550958143952616282				
3551614329402478838	48.0	116.13	P20 Pro	male
3551797071324752050				
3552038119900808988	34.0	83.4	CPH1819	female
3552348103045153015	27.0	51.92	Eagle Eye	female
3552461905969966526				
3552529479271600812	-1.0	3.39	UNKNOWN	
355299174906177993	-1.0	188.33	P20	
3553021935594427516	15.0	49.03	iPhone 5	female
3553027433152568571	36.0	140.12	SM-G532G DS	female
3553267775152561219	56.0	48.0	S650	male
3553281363779718930	42.0	50.09	Nova Lite	female
3553282068803727962	33.0	90.1	iPhone 6 (A1586)	female
3553896765053961024				
3554519624389198283	28.0	26.6	SM-N9005	male
355464505410436217	65.0	77.03	SM-J400F DS	male
3554659616461902949				
3555112755664320827	19.0	111.19	MI A2 LITE	male
3555355138114948079	36.0	80.0	Xiaomi Mi 8 Pro	male
3555433326364293622	66.0	34.4	i9570	female
3555597086878816585	59.0	62.43	SM-C900F DS	female
3555724305891393340	25.0	141.93	nova 3i	female
3555743218557644429				
3555886046431720750	34.0	58.36	ZHT T999	male
3556202369832840782	29.0	99.29	SM-A505F DS	female
3556371245635238318	59.0	86.01	SM-A500F	male
3556714252372878392	55.0	109.21	PORSCHE DESII Mate 20 RS	female
3557041673165504837	-1.0	8.0	UNKNOWN	
3557064388804016902	25.0	98.08	PORSCHE DESII Mate 20 RS	female
3557392194970819712	27.0	86.3	iPhone 6S (A1688)	male
3557533641605552278	38.0	85.9	Huawei Mate 20 Pro	female
3557675594092729277	34.0	80.66	iPhone 7 Plus (A1784)	male
355775869526891565	36.0	100.4	Huawei P30	male
355791856510725881	24.0	24.95	iPhone XR (A2105)	male
3558029034607449090	-1.0	11.27	UNKNOWN	
3558065338873118866	3.0	3.21	SM-A305F DS	
3558362527954354191				
3558743855922343799	31.0	180.2	SM-G965F DS	female
3558905364620152069	56.0	80.6	Samsung Galaxy A10	female
3559247803111618838	27.0	298.4	SM-J700F DS	male
3559503650838592267	20.0	50.2	SM-N950F DS	female
3559964851724637869	42.0	157.46	iPhone 6S Plus (A1687)	male
3560001413597477504	27.0	29.34	SM-J810Y DS	female
3560116581340116691	50.0	194.18	P30 Pro	male
3560151039803499827	19.0	51.76	vivo Y17	male
3560228722487812050	34.0	64.42	ZenFone 5 A502CG	male
3560256326353578533				
3560357187466230451	36.0	150.77	F7	female
3560546409898113237	19.0	48.01	iPhone 6S (A1633)	female
3561293021989906781	34.0	98.29	Mate 10	female
3561944461770243653				
3562238222773903681	30.0	43.96	P20 Pro	male
3562900777534562079	71.0	19.93	SM-C900F DS	female
3563054467371746645	23.0	21.33	Neo 5	female
3563184495915943363				
3563438327193539302	19.0	33.05	SM-J120G DS	
356357154393152435	43.0	67.5	Y3II	male
3563803168814135015	34.0	98.74	Samsung Galaxy Note10	male
3563909014054928014	18.0	40.18	SM-J530Y DS	female
3564004753779618177	18.0	26.73	SM-J106B DS	male
3564295142710958736				
3564484878454481654	42.0	174.69	CPH1823	female
3564492792112374789	30.0	226.54	iPhone 8 (A1905)	female
3564597354684528500	44.0	47.7	SM-J111F DS	male
3564800858765348108				
3564924269810592233	37.0	200.07	iPhone X (A1901)	male
3565179163522727500	43.0	33.62	A77	female
3565263100600789555	57.0	79.0	Xiaomi Black Shark 2 Pro	male
3565574164813862962	44.0	114.3	HONOR 8X	male
3565916863098661345	36.0	42.47	Nova 2i	male
3565972611537441630	66.0	106.31	SM-N960F DS	male
3567023950809394793	68.0	78.23	iPhone 7 (A1778)	male
3567106926614033195				
3567128042616794370	49.0	92.14	P20	female
3567383694402935789				
3567456546409836147	46.0	148.04	PORSCHE DESII Mate 20 RS	male
3567468641037746468	46.0	50.61	Nova Plus	female
3567529346945678489	31.0	42.67	CPH1723	male
3567685053271135731	20.0	41.73	Huawei Y7 Pro (2019)	male
3568234272084290720	45.0	148.02	Oppo F11	male
3568444708259410418	-1.0	12.62	UNKNOWN	
3568577248302881052	21.0	113.67	SM-N9005	female
3568647050857213356	22.0	68.6	UNKNOWN	male
3568972565841966893				
3569147965935827714	21.0	73.95	Y91i	female
3569825875358233634	39.0	67.13	SM-A305F DS	female
3569825886835105003	52.0	45.06	SM-A500F	male
3569927813531967437	28.0	270.49	iPhone 6 (A1549)	female
3571105124270477339	35.0	83.99	SM-N9005	male
3571532249646815620				
3571659460795069861				
3571668668323608189	35.0	155.03	SM-J415F DS	male
3572364207945323165				
3572522909623644506				
3572651631719039598	33.0	168.05	iPhone 6S Plus (A1687)	female
3573932171804163218	26.0	48.06	Redmi 5	male
3574060294590907056	21.0	43.86	SM-J200GU DS	female
3574521394424796217	50.0	110.27	P30	male
3574727393434972520	66.0	101.48	CPH1803	male
3575165658597399237				
3575346187850786414				
3575821003745874006	29.0	156.16	A37fw	female
3576113121603274104	19.0	27.57	CPH1819	male
3576181993289672390	52.0	24.85	iPhone 5C (A1529)	female
3576468047436517782				
3576800190229573813	43.0	98.4	A37fw	female
3576837546038988854	30.0	99.0	Xiaomi Black Shark 2	female
3577275071107916012	119.0	0.0	iPhone 6 Plus (A1524)	male
3577802222271090592	-1.0	0.0	UNKNOWN	
3577997075688758034	41.0	48.83	iPhone 7 Plus (A1784)	male
3578389197965572163	30.0	105.61	SM-N950F DS	female
3578608529872611159				
3578796180782804111	-1.0	0.0	UNKNOWN	
3579196450413396571	31.0	30.06	iPhone 6 (A1586)	female
3579230742494362742	24.0	118.63	SM-N950F DS	
3579242262667053431	44.0	80.46	Apple iPhone XS	female
3579254623071050850	27.0	99.14	P10 Lite	female
3579495767218580946	26.0	63.0	iPhone 5S (A1453)	female
3579913033789614420	40.0	69.58	SM-N9208	male
3580587342950235790	37.0	148.26	OnePlus 6	female
3580830517154090106	50.0	62.93	Xiaomi Mi 8 Pro	male
3580972565452841592	27.0	207.95	HMA-L29	male
3581625224201623339	-1.0	0.98	UNKNOWN	
3581671800448822249	24.0	160.19	A33f	male
3582123039633375897	16.0	18.65	C5A	female
3582261041761720584				
3582364687341465841	59.0	115.34	Y91	male
3582399254475373831	69.0	82.51	SM-N910C	male
3582458734272501283	46.0	78.02	nova 3i	female
3582878853762637573	53.0	81.6	iPhone 8 Plus (A1864)	female
3582883251809150417	24.0	102.99	Samsung Galaxy J4 Core	male
3582923936630954598	42.0	79.83	E1080F	male
3583075425978327175	35.0	81.4	A37f	female
3583437878153564334				
3583775109330266467	61.0	47.36	R9s	male
3584079070819584816	26.0	49.9	P9 Lite	male
3584132094655315454	26.0	67.58	Y81	female
3584425533454447901	-1.0	12.05	UNKNOWN	
3584761581862028600				
3584969567280414754	25.0	80.42	SM-G935FD	male
3585069730796413702	35.0	43.0	Y81i	male
3585104220340585940				
358553500301842501	50.0	53.0	SM-A305F DS	female
3585700340462185689	51.0	82.33	CPH1853	female
358571455159027755	24.0	56.12	iPhone 6S (A1688)	female
358600583544772583				
3586059291261614377	13.0	38.67	iPhone 6 (A1549)	female
3586204269732485917	38.0	24.8	Y71	
3586746068516424990	28.0	66.88	iPad Pro 10.5 (A1709)	male
3587218743707597692				
3587261357262814880				
3587905371285002196	15.0	49.43	UNKNOWN	female
3588025674334056162				
3588026773845684373				
35883248091967801	31.0	80.17	iPhone 6 (A1586)	male
3588539331620911220				
3588786966889190156				
3588869639727175097	-1.0	134.32	iPhone X (A1901)	
3589023038273893659				
3589169032437820179	46.0	98.18	iPhone 6 (A1586)	male
3589208069077717270	34.0	48.16	SM-N9208	male
3589219007809937838				
3589459118456884918	56.0	97.01	A3s	male
3589675572831733933		168.41	Apple iPhone XR	male
3589775978193317182				
3590082587240844303	31.0	30.98	SM-J106B DS	male
3590425927426440323	44.0	82.74		male
3590529289246198845	34.0	93.3	iPhone 7 Plus (A1784)	male
3590959230857782491				
3591963162077347769	40.0	47.39	SM-N960F DS	male
3592850313534386055	55.0	73.99	SM-G935S	male
3592923404759666090				
3593659287637904059	72.0	85.0	Nova 2i	female
3593732167674736998	41.0	111.97	MAR-LX2	female
3593980150250886482	19.0	54.4	A37fw	female
3594088292470570081				
3594649772355544974	28.0	149.6	iPhone 6S Plus (A1687)	male
3594745948904584275				
3594950895403441029				
3595509929679225350	35.0	8.0	A806	male
35958852086675158	51.0	57.4	N7100	male
3595940579483608245	19.0	74.42	P10 Lite	female
3595943989486112313	41.0	80.13	vivo Y12	female
359628930195404476	49.0	85.0	iPhone 5S (A1530)	male
35963250133188002	37.0	64.63	nova 3i	male
3596497135477311066	38.0	37.52	SM-J250F DS	
3596564592866924217	24.0	107.14	SM-G935FD	
3596939047509454043				
35971181726779660	19.0	58.47	Y7 Pro 2018	male
3597433680713692930				
3597468728909353743	31.0	290.84	iPhone X (A1901)	male
3597525026730704326				
359755470927676030	32.0	38.44	Unknown	male
3597772351383722102	24.0	121.72	SM-J710GN DS	male
3597778882266958636	60.0	153.02	1050	male
3597893921559598393	16.0	26.1	SM-J111F DS	male
3597941022954933282				
3598041402866284531	53.0	62.37		female
3598282503690482597				
359853487441168871		80.0	Asus Zenfone Max Pro (M2) ZB631KL	female
359857661297555245	25.0	83.67	F1+	female
3598631162636190885	47.0	162.57	iPhone 5S (A1530)	male
35989956874848884				
359905450989692390				
3599245032915392072	46.0	47.06		male
3599419248453248439				
3599460699562605170	-1.0	0.0	UNKNOWN	
3599606362518293462	36.0	143.6	iPhone 6S (A1688)	male
3599980857212023774				
3600389092037531432				
3601250085574456411				
3601368502875507438				
360151725359105430	25.0	63.08	LG-E988	male
3601569955403946674				
3601587749403882589	-1.0	87.92	Nova 2i	
3601596478564976922	44.0	105.06	Nokia 1 Plus	male
3602170814112519888	63.0	24.05	S5000-H	female
3602334173794648250	55.0	59.01	iPhone 6S (A1688)	male
3602406803065384030	51.0	116.35	Y31L	male
3602780213816881305				
3603059881714113267				
3603086627577855392	51.0	51.67	TAB 2 A7-30HC	male
360336409449249257	57.0	34.52	S820	female
3603379312635468478	26.0	226.19	H3Z	male
3603829730583887007	14.0	121.3	Y336	male
360400534520431004	28.0	23.96	iPhone 6 (A1549)	female
360407013565386964	34.0	51.12	P9 Lite	male
360408180661173017				
3604086689398231177	61.0	208.68	SM-C900F DS	male
3604550586913980534				
3605205387033614012	33.0	63.33	CPH1723	female
3605888096493102547	-1.0	0.0	iPhone 6 Plus (A1524)	
3606136948912781248	51.0	13.67	SM-J330G DS	female
3606663490416318050	24.0	32.93	POCOPHONE F1	male
3606671375781618818				
360736305110768789	60.0	75.12	A11w	male
3607558710470122396	25.0	61.13	ZenFone Go ZC500TG	female
3607748328008461198	24.0	0.0	Y51	
3608374189320471699	-1.0	6.77	UNKNOWN	
360841811283965661	19.0	101.09	SM-J106B DS	male
3609852300814673981	32.0	115.28	Samsung Galaxy A70	male
3609854612327952981				
3609885732124404993	24.0	0.05	Mate 20 X	
3609890130170917837	55.0	113.14	SM-A730F DS	male
3610209274227577408	-1.0	5.2	UNKNOWN	
3610637833210312580	16.0	55.13	SM-J110G DS	male
3611156732170379317	39.0	33.36	X5Pro	male
3611180703549279419	33.0	98.07	SM-G610F DS	male
3611990734075237801	-1.0	0.0	UNKNOWN	
3612506784165596979	44.0	21.26	SM-J700H DD	male
3612700167716855799	22.0	23.85	Y6	male
361310703259678687	31.0	85.13	SM-A800F	male
3613182353669692277	41.0	42.01	Apple iPhone XR	male
3613560517704632088	50.0	102.23	V5+	male
361452634473610792				
3614703280273859383				
3614929116039019499				
3615940545370956886	38.0	48.32	SM-T116NU	male
3616686087563140835	45.0	80.0	SM-N950F DS	male
3616932187814022505	50.0	192.2	iPhone SE (A1723)	female
3617064884178037259				
361740445909605425				
3617461722267696042	53.0	21.47	SM-J106B DS	female
3617735700446621018				
3617763974316492608				
361776463987410353				
3617834169258597523	31.0	103.02		male
3617837467793482156	39.0	14.83	A3s	male
3618135449932177183				
3619017616829361545				
3619282347145319799	-1.0	0.0	nova 3i	
3620687481124565104	-1.0	93.06	SM-G955FD	
3621002235317903950				
3621007732876045005				
3621134005582458977	35.0	83.0	Honor 8C	female
36211964537766000	14.0	36.6	iPhone 6 (A1549)	male
3621524170539511536				
3621876000061476423	29.0	110.38	vivo Y91C	male
3622190248610652168	42.0	217.34	iPhone 8 (A1905)	female
3622285536164374862				
3622502254700669243				
3622548899105457101	71.0	38.83	SM-N9005	male
3622678772202215966				
3623148828978856065	59.0	11.83	ZenFone 4 Selfie Pro	female
362335455879115935				
362339152902205424				
3623550499058582492	42.0	113.51	P10 Plus	male
3623643725527411088	27.0	92.33	Honor 10 Lite	male
3623946070218193262				
