customer_id	campaign_outcome
h006018404404230908	Not Interested
723107404023444421	Not Interested
l192214294638681895	Not Interested
l531166291324040667	Not Interested
8467926819930285298	Neuron electric scooter
r977298891489008801	Not Interested
3043594940547589084	Neuron electric scooter
4303445393125005006	Neuron electric scooter
h281588690205808244	Not Interested
3986491872902716955	Neuron electric scooter
4682412076317623538	Not Interested
8688703702615894946	Not Interested
8985523466505351729	Neuron electric scooter
6834259554495348177	Not Interested
k536268776868006399	Neuron electric scooter
5917037952553621803	Not Interested
8007447252280988480	Not Interested
l096690188516146008	Not Interested
q698522245243048650	Not Interested
2208970860573703002	Not Interested
6786238904239850256	Not Interested
2964415319571692945	Not Interested
7515873240982502677	Not Interested
6824962641774022734	Not Interested
1295746985355074143	Neuron electric scooter
978080235647832327	Not Interested
h92936590802531478	Not Interested
q732519125788087953	Not Interested
8041712100922116053	Neuron electric scooter
k940334115963859020	Not Interested
5231683075325188738	Neuron electric scooter
q223329062158927293	Not Interested
5270684651576004736	Neuron electric scooter
u073936094209627693	Neuron electric scooter
l139609136726093331	Neuron electric scooter
k778724773167088089	Neuron electric scooter
r239106472932714595	Not Interested
8648695923059832974	Not Interested
z158989936828153771	Neuron electric scooter
r257768306349389445	Not Interested
8087125129527893601	Not Interested
m38862655530147163	Neuron electric scooter
4298861993265185546	Not Interested
5827995818597912382	Neuron electric scooter
2283190073785215359	Neuron electric scooter
3827819583978280685	Not Interested
z579908814618078529	Not Interested
4701354809960841904	Not Interested
2542902148224567536	Not Interested
h147415115181768810	Not Interested
z134337927116977898	Not Interested
3000805961757622959	Neuron electric scooter
1881816737622598166	Not Interested
7573975775208531927	Not Interested
l900439727191034789	Not Interested
567768811760057755	Not Interested
l100544120685968235	Not Interested
8136422388091829103	Not Interested
q052760337632390560	Not Interested
k668328597055018049	Not Interested
7615486939768743627	Not Interested
z357949715246795062	Not Interested
m86975847831723471	Not Interested
1203425560619301233	Neuron electric scooter
u765057997441431643	GoCar
2872232234946363477	Neuron electric scooter
3394086137509026126	Not Interested
z551277367821317475	Not Interested
l696040509095073218	Not Interested
32441749620785083	Not Interested
m001128907788195061	Not Interested
z169261409062026400	GoCar
8413342709491460629	Not Interested
8960372079912462828	Not Interested
m415331919967906326	Neuron electric scooter
h5405928287757621	GoCar
2683183193916268270	Not Interested
k608354673046494888	Neuron electric scooter
m711371020623955517	Neuron electric scooter
4322549798702809644	Not Interested
k09061984895297536	Not Interested
7885401001955537687	GoCar
128008726283426093	Neuron electric scooter
h793351792588508716	Not Interested
h047378379950794188	Not Interested
z065425162497619590	Neuron electric scooter
2692959358404411876	Neuron electric scooter
u730557045161994432	Not Interested
l623398310549095319	Not Interested
523489267493410383	Not Interested
7931108821402781445	Not Interested
535583265785344527	GoCar
u87661983147453761	Not Interested
q172889940848633208	Not Interested
d051645416415293576	Not Interested
3007022340112441080	Neuron electric scooter
l57168322919612001	Not Interested
8484088420416208417	Neuron electric scooter
h277504175608493994	Not Interested
q067383356360423143	Not Interested
r824344226379720048	Not Interested
q031573289178634129	Not Interested
u497901830237503338	Not Interested
u359829526975999559	Not Interested
u479236598389660528	Not Interested
5694117834189068684	Not Interested
h004347996212735374	Not Interested
z244922403852022720	Not Interested
h712376400264581058	Not Interested
u55487779458532772	Not Interested
7655359408406184563	Neuron electric scooter
k435297630012533856	Not Interested
7204159366829274959	Not Interested
4855928678252095431	Neuron electric scooter
m095232555210137421	Not Interested
l585535628430090507	GoCar
6352902847904201605	Neuron electric scooter
2959895570904500427	Neuron electric scooter
3821552550069556972	Neuron electric scooter
u639490811526008111	Not Interested
3479622814489484761	Not Interested
u261440868852762122	Neuron electric scooter
z578515184880079074	Not Interested
4865759607906514608	Neuron electric scooter
7140575022679405266	Not Interested
27427334604575728	Not Interested
r341035926192434419	Not Interested
7529907774114971101	Not Interested
d100999644808347476	Not Interested
4953893483778331094	Not Interested
8036820664127005318	Not Interested
2520649932267210380	Not Interested
l076053712094829929	Not Interested
7919381302411868486	Not Interested
6603583841230603615	Not Interested
m908590123618753240	Not Interested
131427705164939989	Not Interested
296628765176500810	Not Interested
h845293463489430429	Not Interested
8567761444246343746	Not Interested
l177664160764380773	Neuron electric scooter
u104290766663375447	Not Interested
4650454220345689729	Neuron electric scooter
k494654614401848246	Not Interested
4424027287555175625	Not Interested
z581211887764529778	Neuron electric scooter
r438428812236027811	Not Interested
l919585197615873986	GoCar
255230322895575912	Not Interested
z956567471186996567	Neuron electric scooter
6955873745079995678	Neuron electric scooter
9070182145328114975	Not Interested
r527560954063705769	Neuron electric scooter
2505702594254150474	Neuron electric scooter
l964542401552870338	Not Interested
4554349820383162481	Not Interested
d112822956510209561	Not Interested
m632343094281740440	Neuron electric scooter
881452480389055549	Neuron electric scooter
z572345963419952356	Neuron electric scooter
3355079819335135292	Not Interested
u870634312542863281	Not Interested
l213095101335520314	Not Interested
5584838996545543126	Not Interested
1048910613062767489	Neuron electric scooter
7459012160841048024	Not Interested
r435502353279077870	Not Interested
1981542038772924822	Not Interested
r770694101068329509	Neuron electric scooter
2434801546626758194	Not Interested
5490741403764123254	Neuron electric scooter
7666239681075355931	Not Interested
6967956100079060711	Neuron electric scooter
86622548121127576	Not Interested
l297733007626976632	Neuron electric scooter
6590817188617072820	Not Interested
z618044803150668501	Not Interested
m589017652939292262	Neuron electric scooter
2634445845208551664	Not Interested
k518040161897288119	Not Interested
m879837619043036245	Neuron electric scooter
817797252866002600	Neuron electric scooter
z863998116507210288	Neuron electric scooter
931844995642924839	Not Interested
h802881553381203672	Not Interested
7166649340437014904	Not Interested
1995607276836542139	Not Interested
h092861261790079492	Neuron electric scooter
9012905951416808064	Not Interested
1574906791523456080	Not Interested
6828293981915099064	Neuron electric scooter
h047838216808080360	Neuron electric scooter
u440662120634015570	Not Interested
6727404682986185422	Not Interested
3000756086863770870	Neuron electric scooter
6193315952959751139	Neuron electric scooter
8578502524073167143	Neuron electric scooter
l943672742359983942	Not Interested
9003541239298833207	Not Interested
5939599588431900854	Not Interested
z841857961016409043	Not Interested
4420706887614615033	Not Interested
5684381881053098025	Not Interested
5731368259355425011	Neuron electric scooter
u169400758163765883	Not Interested
k174710072794594306	Not Interested
464272201651486903	Not Interested
d165604776221502704	Not Interested
434516592551560346	Not Interested
l604782253613719730	Not Interested
3557533641605552278	Not Interested
q660379605240107255	Not Interested
5967532868744493244	Not Interested
5350679540101641725	Neuron electric scooter
6566894612178364430	Not Interested
q804180316471409975	Not Interested
z541783227676414434	Not Interested
7108199922381828111	Not Interested
l499142645427031603	Not Interested
4656858730257545753	Not Interested
3157175730846958452	Not Interested
128605687791636026	Not Interested
l920061330339423514	Neuron electric scooter
9051932647665663205	Not Interested
q399215521695538177	Not Interested
4804527793612431263	Neuron electric scooter
6939402276420800520	Neuron electric scooter
2437219883769923352	Neuron electric scooter
r423804129327864636	Neuron electric scooter
z801008763197265718	Neuron electric scooter
2872682768904786409	Not Interested
547463151901172648	Not Interested
u874897616194928807	Neuron electric scooter
k822225801736259392	Neuron electric scooter
5430093869826444937	Not Interested
m08519182458715004	Not Interested
h274467734477935829	Not Interested
r546774619902388891	Not Interested
z829820831518897685	Neuron electric scooter
7663732250361538771	GoCar
2343558099912083159	Neuron electric scooter
5591542660023269923	Neuron electric scooter
659551238325698140	Not Interested
1121437808711564547	Not Interested
6479609571993432968	Not Interested
l46312945476013920	Neuron electric scooter
8788059063692933748	Neuron electric scooter
u30106568574856980	Not Interested
9008819229573158166	Not Interested
q019489340636840310	Not Interested
h968811682005449516	Not Interested
9209767565759397882	Neuron electric scooter
307375958313424984	GoCar
5724563175389872152	Not Interested
q741141600810863482	Neuron electric scooter
l390104923088813051	Not Interested
r658235237861973554	Not Interested
z098722735226125258	Neuron electric scooter
k238682349063564296	Neuron electric scooter
u450898582314968242	Not Interested
m630816846140919063	Not Interested
z562704742254844941	Neuron electric scooter
7517518903226928053	Not Interested
l592840183561717208	Not Interested
8079713592458917127	Not Interested
q560110679102756712	Neuron electric scooter
2109842466043179130	Not Interested
1077709252885459193	Not Interested
2555473952277271674	Not Interested
u359358243494731587	Neuron electric scooter
z409459296346589388	Not Interested
r222850389009877791	Not Interested
k303811603294552922	Not Interested
2606393409770889818	Neuron electric scooter
1253065122270672137	Not Interested
2186107370426722298	Neuron electric scooter
q276784780423266538	Not Interested
k835008404477211019	Neuron electric scooter
k499300831661064430	Neuron electric scooter
4446696803113982767	Neuron electric scooter
q213253448585936777	Not Interested
q868241669711143804	Not Interested
r74711349867307633	Neuron electric scooter
5949778633220898340	Not Interested
m380423629852797768	Neuron electric scooter
q250491396995735313	Neuron electric scooter
7638292876948750754	Not Interested
1780421357530209158	Not Interested
u433899724209201211	Not Interested
6832909824384973696	Not Interested
2794988081962832152	Neuron electric scooter
m971721371480184859	Not Interested
q707424903507731127	Not Interested
z622069821516671135	GoCar
z147109406861367945	Not Interested
5419577631612770650	Not Interested
8591018596655840538	GoCar
1191888876237281976	Not Interested
u309481579792362183	Not Interested
r493036017884854576	Neuron electric scooter
m529847962024317389	Not Interested
6117490954561530995	GoCar
6380759063984689565	Neuron electric scooter
l601894445538095161	Not Interested
m024452988694809090	Not Interested
1093293547285812549	Neuron electric scooter
8464387145954265468	Not Interested
3458764114903229854	Neuron electric scooter
m246490044559100681	Not Interested
5915348910997913470	Neuron electric scooter
m427669660259506392	Not Interested
4416326778591200387	Neuron electric scooter
5746810459879140615	Not Interested
5907513788182491723	Not Interested
4286016336352784713	Not Interested
u764055303098500042	Not Interested
k295151979269533679	Neuron electric scooter
q956070475344676460	Neuron electric scooter
q512139933202551907	Not Interested
k501628076276180123	Neuron electric scooter
r327363483104339778	Neuron electric scooter
r41862368949303884	Not Interested
l879919692347427929	Not Interested
h645767458298724820	Not Interested
7359281918988411640	Not Interested
5368934103184310830	Not Interested
u391731152783989980	Not Interested
6533304319686490046	Neuron electric scooter
6346802214094709037	Not Interested
6478389598617909585	Neuron electric scooter
6762768501238345522	Not Interested
q431938659133231398	Not Interested
u71293537673219746	Not Interested
6201572198615612440	Not Interested
1935795188924021925	Neuron electric scooter
3194042702817450472	Not Interested
u014958101330409492	Not Interested
z195318872171977778	Not Interested
4563369146574670030	Not Interested
3237460915003442957	Not Interested
4157462589582292354	Not Interested
q517470055625015954	GoCar
5094297070045020696	Neuron electric scooter
4990267108165027312	Not Interested
k25002021328927847	Neuron electric scooter
3851916925406260243	Not Interested
301569914321818246	Not Interested
8665701609663793451	Neuron electric scooter
u14580063734073787	Not Interested
8037875266329938705	Neuron electric scooter
z201680089859171549	Not Interested
2061809092966578882	Not Interested
901434444248177289	Neuron electric scooter
6813782245315223647	Not Interested
z109169150117201913	Not Interested
3511169902610422140	Neuron electric scooter
8457815503077595388	Neuron electric scooter
4820605009111516019	Not Interested
q440413669071767636	Not Interested
1168978651695732733	Neuron electric scooter
5543700039106499245	Not Interested
z729291124857100296	Not Interested
z270061862020469438	Not Interested
u814950164717125691	Not Interested
h525236138784065557	Not Interested
u435520626635035729	Not Interested
l666689714818903062	Not Interested
5319114188605562274	Not Interested
r404055648884514406	Not Interested
8768543867279526263	Not Interested
379096248003848976	Neuron electric scooter
q88155648861515451	Not Interested
8100171133406856289	Neuron electric scooter
7417394711038324512	Neuron electric scooter
2212092192385770699	GoCar
r350744449393452962	Neuron electric scooter
3976415886066048523	Neuron electric scooter
m816508553475116079	Not Interested
l575999221283768793	Not Interested
q41608092937665664	Neuron electric scooter
7519633785005389167	Not Interested
k438071835109624353	Neuron electric scooter
2043427109718164979	Not Interested
5772051739315431865	Neuron electric scooter
z586173972205133472	Not Interested
6259761600159338093	Not Interested
m039657398152570397	Not Interested
h120895254399446701	GoCar
h810187735630454716	Not Interested
3504331589807497740	Neuron electric scooter
h456791216722853945	Not Interested
m197289089828634309	Not Interested
z350480937597251108	GoCar
k02915688083313455	Not Interested
8396134317122182529	GoCar
h675694139767904134	Not Interested
7943988254682225730	Not Interested
m286942098814697392	Not Interested
6832060308895499634	Not Interested
4282196899530469260	Not Interested
z200735648562447519	Neuron electric scooter
m954549785945162568	Not Interested
u075393179313863572	Neuron electric scooter
7012769550335236836	Not Interested
1055476995541360731	Not Interested
q524065095537310482	Not Interested
u559258842579787895	Not Interested
3634448781503926009	Not Interested
3063019818858182167	Neuron electric scooter
q539735882836142829	Neuron electric scooter
154922288871213091	Not Interested
m398558343130741694	Neuron electric scooter
6825126320613929776	Not Interested
3677952043697017027	Neuron electric scooter
m633760631311075617	Neuron electric scooter
u567231999655979364	Neuron electric scooter
h346917989090457271	Not Interested
l81070403048309483	Neuron electric scooter
2716740138827090988	Neuron electric scooter
r412324631127177017	GoCar
z434572214638739032	Not Interested
l351717411848514602	Neuron electric scooter
4656836043295518749	Not Interested
4917066132046522546	Not Interested
9183935997657273176	Not Interested
4546842541795198253	GoCar
8733578985886440962	Neuron electric scooter
r804750367923807804	Neuron electric scooter
5364855714809480313	Neuron electric scooter
809634405765847344	Not Interested
z766474658597961975	Not Interested
5992594787608395045	Neuron electric scooter
k225634178942758607	Neuron electric scooter
8622830749027673940	Neuron electric scooter
6132854042777010805	Neuron electric scooter
d103757159273804924	Not Interested
6935907056207578311	Not Interested
4983785151870074308	Neuron electric scooter
r779320047147667838	Not Interested
4983530440096078158	Neuron electric scooter
h50970234571057123	Neuron electric scooter
8463142844836885362	Not Interested
h646956196598298787	Not Interested
428988727325972311	Not Interested
m77612036928542794	Neuron electric scooter
3423635835501912204	Neuron electric scooter
2953590501224241506	Not Interested
8017470729584670421	Neuron electric scooter
6271211595253986381	Not Interested
r26990303091491097	Neuron electric scooter
5810192833763556109	Not Interested
8910894082396024982	Not Interested
540864388660040640	Not Interested
2913489686107008989	Not Interested
8377717697889988564	Not Interested
q261259464793693198	Not Interested
z567395458879578458	Not Interested
k532078055021540990	Not Interested
m429212694892320738	Not Interested
3968476770138092792	Neuron electric scooter
u696084384567274022	Not Interested
7803914772977642353	Not Interested
z968485671656387703	Not Interested
l800661315558716595	Not Interested
7211500439985564907	Not Interested
m917564807600237012	Neuron electric scooter
m064046131751903153	Not Interested
q449639405188561503	Neuron electric scooter
2582182203153646512	Not Interested
z688599392980138068	Not Interested
2628497746359288736	GoCar
h732285876345771908	Neuron electric scooter
4072136897666495965	Not Interested
7605519012140165224	Neuron electric scooter
u097130553907154380	Neuron electric scooter
l156467609844520319	Neuron electric scooter
6078833851220509693	Not Interested
h571758208971480193	Not Interested
4824705801395687598	Neuron electric scooter
q109792324672539432	Not Interested
k056849017267534527	Neuron electric scooter
m060519258834112352	Neuron electric scooter
z512880698573322346	Neuron electric scooter
h639099876417332055	Neuron electric scooter
5881940047183893717	Neuron electric scooter
q679640857967345603	Neuron electric scooter
1881376833631045563	Neuron electric scooter
7007376953624432359	Neuron electric scooter
d84738580392473365	Not Interested
633263334827349197	Neuron electric scooter
4872545055738741403	Neuron electric scooter
l485720488531556864	Not Interested
4213977486035635582	Not Interested
820496671768905953	Neuron electric scooter
6226927908630250228	Not Interested
l068771135254631024	Not Interested
h696465405809911345	Not Interested
9190489512159586025	Not Interested
2273093733366654798	Neuron electric scooter
h554513082382139204	Not Interested
3358230630422916073	Not Interested
5001486544343910911	Not Interested
r152881095393882116	Neuron electric scooter
636767344389005348	Not Interested
5974928696800729591	Not Interested
k749727528200138840	Not Interested
k045023778717276088	Not Interested
u330262678098288322	Not Interested
q82722614064950970	Neuron electric scooter
2242052430413603638	Not Interested
599882568223704846	Not Interested
h027509315100519384	Not Interested
q476450001433256266	Neuron electric scooter
h015241138425296061	Not Interested
h386171781563420235	Not Interested
2406634356923878273	Not Interested
8962948861635655361	Not Interested
l804138960387864156	Not Interested
7297427563802428074	Not Interested
2646339773621793862	Neuron electric scooter
u713752960490390774	Not Interested
m00238764038979781	Not Interested
l309424471943180825	Not Interested
h330896510379660625	Neuron electric scooter
z739842289058714922	Not Interested
u07305975388422183	Neuron electric scooter
u910617179188025687	Neuron electric scooter
u053578774549322279	Neuron electric scooter
7122825177339921762	Not Interested
h862953261949651878	Neuron electric scooter
u450520232402970166	Not Interested
7726266745869358036	Neuron electric scooter
m297388716524766821	Neuron electric scooter
l817198308312784151	Neuron electric scooter
d021621639890338890	Not Interested
u461588424719534344	Neuron electric scooter
l663938498840736827	Neuron electric scooter
l31343039616637408	Neuron electric scooter
u473590606179932393	Not Interested
z863135566709818370	Not Interested
z23254221904874560	Neuron electric scooter
z228581870129186398	Neuron electric scooter
4151079464312991735	Neuron electric scooter
5092909001715304563	Neuron electric scooter
u581002096073218490	Neuron electric scooter
z962081083530552257	Neuron electric scooter
l721590433422050290	Not Interested
7476389840732553149	Neuron electric scooter
z241472333058052284	Neuron electric scooter
122504254004419949	Not Interested
q180322040887314321	Not Interested
3048775128118189123	Neuron electric scooter
d38103449872173688	Neuron electric scooter
m335886310690454609	Not Interested
6375750604582281236	Neuron electric scooter
h881826027311845010	Neuron electric scooter
5066448475153048882	Not Interested
8412072137960123582	Not Interested
2699426166492318519	Not Interested
l587830720498906856	Neuron electric scooter
k611754897835023090	Neuron electric scooter
3110295213390715846	Not Interested
6172559867036210316	Not Interested
m683663777415810580	Not Interested
560981193499713254	Neuron electric scooter
1643718620500442651	Not Interested
4685104384860234444	Not Interested
q308835786516215535	Neuron electric scooter
l787668457694945390	Not Interested
6630704210070057526	Neuron electric scooter
k642213000541829876	Not Interested
8452121016497341339	Neuron electric scooter
l586496302416480196	Not Interested
h313249700658058964	Not Interested
4365947609031509990	Neuron electric scooter
k597110926331024089	Neuron electric scooter
r325644514096855980	GoCar
l767379921300417771	GoCar
4729201592127369007	Neuron electric scooter
q645363727898903474	Neuron electric scooter
643556219644206175	Not Interested
5297049377593588740	GoCar
5178486214736792128	Not Interested
4764272156353946701	Neuron electric scooter
2300273888719569564	Not Interested
q8735336330505532	Not Interested
k971250911846930564	Not Interested
k47133566348390709	Not Interested
9196851002335836144	Neuron electric scooter
q311919122324948213	Not Interested
l795262843950788260	Neuron electric scooter
m544048737654399089	Neuron electric scooter
1252736132430293783	Not Interested
l686487133384979766	Not Interested
7081366844400949255	GoCar
2350908140434652467	Neuron electric scooter
8543980729090917611	Not Interested
7471753487926007090	Neuron electric scooter
6374187987605411772	Not Interested
1420275327584341087	Not Interested
z496855750096396410	Neuron electric scooter
8833566276182761673	Neuron electric scooter
l661500255453197977	Not Interested
h102158886544295741	Not Interested
q005487923113080865	Not Interested
m54006003580439893	Neuron electric scooter
2987610490417908190	Not Interested
q673200814475612363	Neuron electric scooter
8755006586909099845	Not Interested
1738078063301414940	Not Interested
k748550669151433215	Neuron electric scooter
5143365401780759418	Not Interested
8738425369996553892	Neuron electric scooter
k897706655244614853	Neuron electric scooter
k878475242958057770	Not Interested
l953541089204108648	Not Interested
l634742115804354206	Not Interested
z133247072147100953	Not Interested
6420214603699469174	Not Interested
m270409434752976781	Neuron electric scooter
q541427245319949771	GoCar
1061582153359819706	Not Interested
7157265673304510675	Not Interested
434168169276745793	Neuron electric scooter
h944501700754043037	GoCar
z731094619019287184	Neuron electric scooter
h427335478595846355	Neuron electric scooter
2822230134588323871	GoCar
u966109676931822688	Not Interested
8739524701422076728	Not Interested
u040535269588485717	Neuron electric scooter
m762737042773627896	Neuron electric scooter
q752128898223882554	Neuron electric scooter
7555315337904676711	Not Interested
1173806195130325114	Not Interested
u274624127716063277	Not Interested
h372052056148555328	Not Interested
r789251994971511950	Not Interested
m731480697310564923	GoCar
z81923801521787158	Neuron electric scooter
6949129447786673151	Neuron electric scooter
5325783714073255277	Neuron electric scooter
q168044293564757129	Not Interested
3555355138114948079	Not Interested
k804671849579408669	Neuron electric scooter
7682777304764113881	Neuron electric scooter
u049303700377742750	Neuron electric scooter
u908196377961554575	Neuron electric scooter
6178502312063547287	GoCar
8276536083113442453	Not Interested
8152584622440087224	Neuron electric scooter
7466129856453862168	Not Interested
l192525963889270915	Not Interested
3665646215013183547	Not Interested
6941325390630759328	Not Interested
7958135370503302964	Not Interested
h879416357179021440	Not Interested
k920621388775010220	Not Interested
3567685053271135731	Not Interested
2379480202082177825	Not Interested
2665067000710876908	Neuron electric scooter
2832067487949577471	Not Interested
7300787230848012109	Neuron electric scooter
848381320747429288	Neuron electric scooter
2245406624531287710	Not Interested
z532419789621626681	Not Interested
u791092031377941277	Neuron electric scooter
7683403329761719964	Not Interested
3279913656169760637	Not Interested
9145669659337758543	Not Interested
q419147733473470657	Not Interested
k922588178584591428	Neuron electric scooter
k084339533822104473	Not Interested
r412915937598650543	Not Interested
13030373021446697	Not Interested
r333497685547341449	Neuron electric scooter
826467276074805178	Not Interested
3992660969928946177	Not Interested
l045911469036879835	Not Interested
3720558316333190151	Not Interested
q715726286230523817	Neuron electric scooter
5380142095388977181	Not Interested
7652753999284246854	Not Interested
6251668346343657650	Neuron electric scooter
9129649962445048256	Neuron electric scooter
6701007099670932080	Not Interested
d97084138667816542	Neuron electric scooter
r855459098885739025	Not Interested
8998381508130949753	Neuron electric scooter
h65135579860662589	Not Interested
8011964805483278291	Not Interested
7720791823400782766	Not Interested
u450727202807066678	Not Interested
3774914767923507418	Not Interested
h094185098457095529	Neuron electric scooter
m809050309287155664	Not Interested
8207150834670185780	Neuron electric scooter
h575952735153922206	Not Interested
3263900610810444546	Neuron electric scooter
z058406618224443515	Not Interested
r153363463349028085	Neuron electric scooter
5676573525149538643	Not Interested
z372425883358390813	Not Interested
z294809693560032144	Not Interested
u808889134839151038	Not Interested
2065616955909766447	Neuron electric scooter
d91951965768314970	Neuron electric scooter
3324968895967379982	Neuron electric scooter
m604082882567031036	Not Interested
z09828904890751661	Not Interested
l208455245991174731	Neuron electric scooter
r20318976401686310	Not Interested
1620942662439736263	Not Interested
k235813342354345969	Not Interested
z11701619960618001	Neuron electric scooter
3660189993818828486	Not Interested
z123442246679998190	Not Interested
7582844331202318793	Not Interested
5431770065841852213	Not Interested
u499721356135981005	Not Interested
q844454668754272531	Neuron electric scooter
3702720803635052290	Neuron electric scooter
h539377169472666612	Not Interested
3988924096250863905	GoCar
262247034019884223	Neuron electric scooter
8944368050508968709	Neuron electric scooter
k586844449860795663	Neuron electric scooter
6576925141071418096	Neuron electric scooter
l864548427256986331	Not Interested
r238452936304358325	Not Interested
6279106331945390075	Not Interested
z6663387620274790	Not Interested
k919106529257364574	Not Interested
9187062056847524784	Neuron electric scooter
z75188137256086618	Not Interested
6715097661028175885	Not Interested
7435469546975748226	Not Interested
r766151283662190105	Neuron electric scooter
r089980091675971727	GoCar
3706976973872780066	Not Interested
4896940633441433694	Not Interested
1676966184452594807	Not Interested
q591118057236003961	Neuron electric scooter
u915124439069087084	Neuron electric scooter
h134757290662625210	Neuron electric scooter
q305739145196919544	Not Interested
7191992698293306164	Not Interested
u22782022377627257	Neuron electric scooter
7749073774153864954	Not Interested
7286004422436088315	Not Interested
q239368688719807649	Not Interested
6979948070504079271	Neuron electric scooter
7004598105749149345	Not Interested
9044016037009895464	Neuron electric scooter
5975740221711145304	Not Interested
7524493524716816902	Not Interested
u269568489850064062	Neuron electric scooter
r045972679055388187	Neuron electric scooter
3732082854453480252	Neuron electric scooter
d10567284029750122	Neuron electric scooter
5996927870315917542	Not Interested
d085097721596895272	GoCar
r555438914490976329	Not Interested
1749862972160279500	Not Interested
m867563816927946037	Neuron electric scooter
5261432133216347546	Not Interested
q874479385362628990	Not Interested
m813779695793776476	Neuron electric scooter
m771154024288285410	Not Interested
k500371904423761169	Not Interested
q631495494840062798	Not Interested
8492417767033343015	Not Interested
l377393061804400485	Not Interested
4193850267954744016	Not Interested
7542779296491889099	Neuron electric scooter
q955180420443394476	Neuron electric scooter
h591070273811124593	Not Interested
475160184979983593	Not Interested
2559917058814582041	Not Interested
3939882533555728977	Not Interested
u9714011949943570	Not Interested
6796118419082659995	Not Interested
5949468493347528632	Not Interested
q717136403983940014	Neuron electric scooter
7695462176932794989	Not Interested
9173144586429388034	Not Interested
1808072567769567889	Not Interested
6414186839522927406	Not Interested
r583639999068377452	Neuron electric scooter
l731346579263850062	Neuron electric scooter
8144436642782564640	Not Interested
4042314291650055699	Not Interested
3739494790288270332	Not Interested
5869109568047948408	Not Interested
m588917186563794528	Not Interested
k580487749846747970	Neuron electric scooter
6694427515230380412	Not Interested
6750372169675805282	Not Interested
l533631727360873944	Not Interested
l540274097493452454	Not Interested
7437213131776847477	Neuron electric scooter
6889632764823594896	Neuron electric scooter
u845204103120902881	Not Interested
5188789782676453262	Not Interested
7086313425411790234	Not Interested
l351615108169935712	Neuron electric scooter
7502887736389216220	Neuron electric scooter
z693642502909415076	Not Interested
1014012754147981561	Neuron electric scooter
3374948393747130975	Neuron electric scooter
q584095373716154915	Not Interested
m811681063675311986	Not Interested
h136906133937213486	Neuron electric scooter
h456462441648051328	Neuron electric scooter
2633749587437137047	Neuron electric scooter
z632553879835059711	Not Interested
h817450301237368913	Neuron electric scooter
7506713778718168700	Neuron electric scooter
4326938441974324648	Not Interested
m913136630598415579	Not Interested
9110359464146060307	Not Interested
u585741464689399114	Not Interested
219086855679840800	Neuron electric scooter
m958237256493802365	Neuron electric scooter
7076875307107152159	Neuron electric scooter
r032148016818271421	Neuron electric scooter
k057532568686760231	Neuron electric scooter
r511292553548079569	Not Interested
4024337822956465636	Not Interested
7873638414448541703	Neuron electric scooter
u168464181488182964	Neuron electric scooter
q115193229775183498	Neuron electric scooter
960998894793442051	Neuron electric scooter
h983179292430911873	Not Interested
h287095810967644090	GoCar
8716674003878632323	Neuron electric scooter
1612976017703649106	Neuron electric scooter
4324310588771752858	Not Interested
7975115887141897156	Not Interested
u157782477622789232	Not Interested
2757477576902539681	Neuron electric scooter
l911680015882384997	Neuron electric scooter
3240459329318635496	Neuron electric scooter
7432591651854139966	Not Interested
r999056681413476520	Not Interested
q715005456425360331	Not Interested
927535692371152741	Not Interested
q659735526076162603	Not Interested
k063897756375393830	Not Interested
h061179874883382659	Not Interested
5636745893077801083	Neuron electric scooter
q653160422090880423	Neuron electric scooter
4213787164242730317	Not Interested
u476483553842702987	Neuron electric scooter
h06004366116787276	Not Interested
k996943902797128234	Neuron electric scooter
8889273841695986727	Neuron electric scooter
6649342456446390261	Neuron electric scooter
z931931561705726702	Not Interested
5400032947566135264	Not Interested
7285935262206773156	Not Interested
3769832582063219774	Not Interested
u512278344521713902	Neuron electric scooter
2427900168238369231	Neuron electric scooter
q786102415817346220	Not Interested
u4093194302078889	Not Interested
u887704982976920413	Neuron electric scooter
z224812848369955059	Not Interested
690363462675673782	Not Interested
h460284241279257799	Not Interested
220245558671116739	Not Interested
3295120021984779007	Neuron electric scooter
3140468468478468673	Neuron electric scooter
u565865936448548310	Not Interested
l266030445915880637	Not Interested
r987805440392564398	Neuron electric scooter
k469777633600525608	Not Interested
8982203297541015983	Neuron electric scooter
1356545232790053331	Neuron electric scooter
8592788175815201438	Not Interested
7671845475105310846	Not Interested
8881983257781567768	Neuron electric scooter
4170476892062256180	Not Interested
k536324854009654604	Neuron electric scooter
8046908417892813800	Neuron electric scooter
u681375262390140271	Not Interested
h643883851510731991	GoCar
6920044441999182556	Not Interested
q224648703268412406	Not Interested
l418113189850330939	Not Interested
h834992625470978026	Not Interested
2137003391787983514	Not Interested
6227036746277913068	Neuron electric scooter
8332834544545940205	Not Interested
8892745405982919903	Not Interested
150197734304920604	Not Interested
6939359017997306126	Not Interested
m398222443185549154	Neuron electric scooter
5658748247247929314	Not Interested
8702538681891640058	Neuron electric scooter
m20094968948465197	Not Interested
r646691409673238296	Neuron electric scooter
z097936886210974516	Neuron electric scooter
424775676765849180	Neuron electric scooter
h697655520778578411	Neuron electric scooter
m332855195894296696	Not Interested
r496315689112233141	Not Interested
7475663781968656691	Not Interested
u623783519931159841	Neuron electric scooter
3344561384337336826	Neuron electric scooter
z32939637747308315	Not Interested
