MerchantCode	MerchantName	MerchantCategory	grid_id
105y5a03a0jc	Retail Chain 38	Retail	169647.0
106c01313ri	Household Goods and Groceries Chain 1	Household Goods and Groceries	172468.0
10a5n050atc3	Retail Chain 38	Retail	176673.0
10aiw00h093	F&B Individual 417	F&B	168236.0
10c0e0i6p0a5	F&B Individual 144	F&B	173159.0
10csn87200ag	Retail Chain 24	Retail	169656.0
10i080gr0s9a	F&B Individual 403	F&B	168245.0
10k0ec55u30	F&B Chain 8	F&B	160522.0
10n5a0a50cs3	Retail Chain 38	Retail	168238.0
10o0ci03l5n5	Retail Chain 38	Retail	178073.0
10o500a53gcs	Retail Chain 38	Retail	174564.0
10p9ce7c018	Services Individual 4	Services	164030.0
10rc534a03	Retail Chain 1	Retail	167534.0
10s49mlc203	F&B Individual 83	F&B	170358.0
10si06321c3	Household Goods and Groceries Chain 1	Household Goods and Groceries	159820.0
1105e1e90mi	F&B Individual 151	F&B	169656.0
110o7is610eu	F&B Individual 365	F&B	171758.0
111laion0050	Retail Individual 169	Retail	164032.0
11pg06un062i	F&B Individual 220	F&B	166140.0
1200cn2i29g	Retail Chain 19	Retail	161226.0
12290caet20	F&B Chain 40	F&B	172453.0
122i0l0e9y2	F&B Individual 141	F&B	159825.0
122li0l209a	F&B Individual 366	F&B	177369.0
1281s70c50s0	Retail Chain 9	Retail	164034.0
12c90012ty2	Retail Chain 11	Retail	163335.0
12i0b9222600	F&B Individual 143	F&B	177375.0
12o00l05acn7	Retail Individual 64	Retail	173855.0
13001c63is3	Household Goods and Groceries Chain 1	Household Goods and Groceries	171050.0
1305c50jy0aa	Retail Chain 12	Retail	174565.0
13081i0a505	Retail Individual 78	Retail	174556.0
130wp5i5e00	Retail Individual 128	Retail	162623.0
135c0an0t05r	Retail Chain 38	Retail	168946.0
135pwe500i0	Retail Individual 246	Retail	171053.0
13ar0i0c50a5	Retail Chain 38	Retail	175265.0
13c05nm0ip50	Retail Chain 38	Retail	173150.0
13i8t08oni90	Retail Individual 136	Retail	167535.0
15000eisri19	Services Individual 116	Services	174558.0
1500e3w0cp5	Household Goods and Groceries Chain 9	Household Goods and Groceries	175257.0
1502s0c30s5	Household Goods and Groceries Chain 4	Household Goods and Groceries	173861.0
15500lk3cc0c	F&B Chain 8	F&B	175977.0
15aa05030lmc	Retail Chain 38	Retail	164028.0
15bclu50300m	Household Goods and Groceries Chain 7	Household Goods and Groceries	174563.0
15c07230eem	F&B Individual 9	F&B	173165.0
15c0ma5j30u0	Household Goods and Groceries Chain 4	Household Goods and Groceries	161922.0
15c2e030y50	Retail Chain 38	Retail	173153.0
15c530raub00	Retail Chain 38	Retail	168253.0
15cil030g0n5	Household Goods and Groceries Chain 4	Household Goods and Groceries	168237.0
15ei0p0305w	Retail Individual 272	Retail	165429.0
15g0500icns3	Retail Chain 38	Retail	167545.0
15ja5g03cn00	Retail Chain 38	Retail	176669.0
15l3s0i70e5d	F&B Chain 71	F&B	164738.0
15ocs0u403e9	F&B Individual 4	F&B	168241.0
15r0i030sei5	Transit & Travel Individual 8	Transit & Travel	172456.0
1601c3aa0z3k	Household Goods and Groceries Chain 1	Household Goods and Groceries	169642.0
16030cvr1d3a	Household Goods and Groceries Chain 1	Household Goods and Groceries	168945.0
160c4b08h0d	Household Goods and Groceries Individual 425	Household Goods and Groceries	160521.0
16606uti30ec	F&B Individual 357	F&B	160528.0
1708gn0pc0o2	Retail Chain 9	Retail	159821.0
17802caik00l	F&B Chain 39	F&B	169641.0
17tc0ci0802y	F&B Chain 38	F&B	175267.0
183v0i0ce3i2	Services Individual 89	Services	175972.0
18ra0gc2700n	Services Chain 2	Services	167539.0
1902r2a0c2l	F&B Chain 54	F&B	169650.0
192gn2020cu	Retail Chain 37	Retail	166135.0
19i00uh350i	F&B Individual 260	F&B	177367.0
19i0e69d20ci	Retail Individual 313	Retail	159819.0
1a0da55n030c	Household Goods and Groceries Chain 4	Household Goods and Groceries	173870.0
1a0pi03c505n	Household Goods and Groceries Chain 4	Household Goods and Groceries	173862.0
1a16c20r303	Household Goods and Groceries Chain 1	Household Goods and Groceries	166139.0
1a2aw000n7c8	Retail Chain 25	Retail	161929.0
1a9c0e30t58m	F&B Chain 28	F&B	176666.0
1ai5010fc98	F&B Individual 7	F&B	161930.0
1ar03c5u0t50	Household Goods and Groceries Chain 4	Household Goods and Groceries	161232.0
1ar2c9i2020	F&B Chain 22	F&B	162635.0
1arc53050e0u	Retail Chain 38	Retail	174559.0
1bi300ca055	Retail Individual 142	Retail	171757.0
1c02w92no02	F&B Chain 41	F&B	170341.0
1c050y30r5bu	Household Goods and Groceries Chain 4	Household Goods and Groceries	171053.0
1c05al03l0h5	Household Goods and Groceries Chain 4	Household Goods and Groceries	170346.0
1c2a2e90r02	Retail Chain 39	Retail	169651.0
1c5enrd00053	Household Goods and Groceries Chain 4	Household Goods and Groceries	166839.0
1ca055pgn003	Retail Chain 12	Retail	169646.0
1ce20n94y04	F&B Individual 87	F&B	172455.0
1cot503w0n05	Retail Chain 38	Retail	166851.0
1d10s6c1330	Household Goods and Groceries Chain 1	Household Goods and Groceries	170354.0
1e8r0cu020a7	F&B Chain 26	F&B	168949.0
1en2t0i0r283	Services Individual 90	Services	169659.0
1es5030ci0r5	Transit & Travel Chain 2	Transit & Travel	165429.0
1ey7104wi2_0	Services Chain 15	Services	171758.0
1g002m08p7kc	F&B Chain 20	F&B	162635.0
1g70o03c6np3	Retail Chain 12	Retail	164033.0
1h35cl050al0	Household Goods and Groceries Chain 4	Household Goods and Groceries	164030.0
1hc3011306a	Household Goods and Groceries Chain 1	Household Goods and Groceries	161927.0
1i0053subc50	Retail Chain 38	Retail	166849.0
1i0400qe7iu5	Retail Chain 41	Retail	175974.0
1i123808l8_0	F&B Individual 358	F&B	167536.0
1ie08af3063c	F&B Individual 293	F&B	165438.0
1ikk200292	Retail Individual 153	Retail	173869.0
1ir90d31e40n	F&B Individual 210	F&B	177369.0
1ks630a3ic90	F&B Individual 379	F&B	175978.0
1l053oi0c0g5	Household Goods and Groceries Chain 4	Household Goods and Groceries	165444.0
1l70n8i20oi0	Retail Individual 143	Retail	163337.0
1la2m0l0087c	F&B Chain 36	F&B	171058.0
1lm5c053al00	Retail Chain 38	Retail	164029.0
1n0305d5ac0g	Retail Chain 12	Retail	160520.0
1n60id0di000	F&B Individual 424	F&B	169640.0
1nn05o30c50	Household Goods and Groceries Chain 4	Household Goods and Groceries	171754.0
1pak0r35500c	Retail Chain 38	Retail	167545.0
1pi0300ew55c	Household Goods and Groceries Chain 4	Household Goods and Groceries	164032.0
1r03c30612u	Household Goods and Groceries Chain 1	Household Goods and Groceries	168242.0
1r4u09c0e63t	F&B Chain 27	F&B	166148.0
1r78t00co20h	F&B Chain 18	F&B	166141.0
1s003i40551	Retail Individual 256	Retail	175973.0
1s0c0782s02	Retail Chain 25	Retail	160523.0
1t5r305e00kc	Household Goods and Groceries Chain 7	Household Goods and Groceries	162625.0
1tn5s080ai38	F&B Individual 298	F&B	167545.0
1ts0c6a33o01	Household Goods and Groceries Chain 1	Household Goods and Groceries	163338.0
1ubc00t05m35	Household Goods and Groceries Chain 4	Household Goods and Groceries	167542.0
1w505p30e0i	Retail Individual 74	Retail	165440.0
1y50aa5j0i30	Household Goods and Groceries Chain 4	Household Goods and Groceries	173854.0
1zii0az29080	F&B Individual 286	F&B	169646.0
2000s9ya81i	Retail Individual 258	Retail	161222.0
2001n6g0iy1i	F&B Individual 248	F&B	171043.0
200al1rtc807	Retail Individual 56	Retail	174562.0
200e31i0sld5	F&B Chain 67	F&B	171060.0
200ile0r9d20	Retail Individual 296	Retail	174559.0
200kp810rca7	Retail Chain 36	Retail	163335.0
2010lma229c	Retail Chain 20	Retail	168248.0
20178rac00ai	F&B Chain 39	F&B	169645.0
2018a07rtc0l	F&B Chain 34	F&B	166843.0
201t708rlac0	F&B Chain 37	F&B	170346.0
2020192mika	F&B Individual 398	F&B	177381.0
2060y0k02ire	Retail Individual 140	Retail	173170.0
207008ctuln1	Retail Chain 24	Retail	173170.0
207180lm0ail	F&B Chain 60	F&B	173870.0
208a7t00y1i	F&B Individual 350	F&B	168254.0
20912ilra20	Retail Individual 123	Retail	171060.0
209al015z7ca	Retail Chain 4	Retail	166148.0
20a102c92u2	Services Chain 13	Services	177377.0
20b1j2ac092	F&B Chain 22	F&B	174560.0
20c0e024cir8	F&B Chain 63	F&B	173867.0
20c8h1u070ra	F&B Chain 26	F&B	172456.0
20ca2l190r2	F&B Chain 41	F&B	171757.0
20cida12290	F&B Chain 13	F&B	168235.0
20g4c0m098e	Retail Chain 5	Retail	175973.0
20h3d078b7i	Services Individual 118	Services	165434.0
20i1y008le7l	Retail Individual 222	Retail	168246.0
20i5ec075vi3	Services Individual 95	Services	168247.0
20k9ap212i0	F&B Individual 257	F&B	168255.0
20lca017a8m0	F&B Chain 26	F&B	173855.0
20n1912280c	Services Chain 13	Services	164731.0
20t8rc1e95n0	F&B Individual 106	F&B	171753.0
20ya291c02a	F&B Chain 54	F&B	174563.0
210cc0kc708l	F&B Chain 39	F&B	171746.0
210g02o2c9n	Retail Chain 20	Retail	159122.0
210i0733ccve	Services Individual 2	Services	173153.0
219lce0022d	F&B Chain 41	F&B	171051.0
21ci007a8l0t	F&B Chain 37	F&B	172449.0
21n2ac09201	Retail Chain 19	Retail	161230.0
21oi20209nix	F&B Individual 228	F&B	166853.0
21r9ims0220e	Retail Individual 158	Retail	168949.0
21rc0i01620	Retail Individual 1	Retail	167552.0
21s4o60eiu02	Retail Individual 132	Retail	176673.0
2209te2eki01	Services Individual 51	Services	178075.0
220h92ca1r0	Services Chain 10	Services	173161.0
220k0i921k	F&B Individual 352	F&B	164737.0
220ns10i9e2i	F&B Individual 231	F&B	169660.0
220o92roh10i	Transit & Travel Individual 6	Transit & Travel	165433.0
220r1let9i02	Services Individual 43	Services	166140.0
2219n0iaa20	F&B Individual 395	F&B	165430.0
222c9011k0	Retail Chain 11	Retail	173168.0
222ki1900ac	F&B Chain 31	F&B	168953.0
222o1ani9l00	Retail Individual 278	Retail	171045.0
222ve901s0c	Retail Chain 37	Retail	163331.0
22901iy2ti0	Retail Individual 321	Retail	161226.0
229a21080nc	Retail Chain 19	Retail	166834.0
22ag1009cn2	Retail Chain 20	Retail	166837.0
22c1900arl2	Retail Chain 2	Retail	173157.0
22cas29r010	Retail Chain 39	Retail	168942.0
22i0ct9y120	F&B Chain 40	F&B	166848.0
22ju01c092a	Retail Chain 31	Retail	170352.0
22n0ee21i9s0	F&B Individual 212	F&B	171058.0
2308ce0ri93a	Services Individual 53	Services	166149.0
23ll000c155	Retail Chain 38	Retail	168235.0
23o0d6052iel	F&B Individual 194	F&B	169656.0
23s000r0iei9	F&B Individual 195	F&B	172459.0
243l4a0n20io	Retail Individual 199	Retail	171763.0
25se5i0022ir	Retail Individual 207	Retail	161927.0
26021t0engi0	F&B Individual 251	F&B	166141.0
270aw801g0nc	Retail Chain 23	Retail	161230.0
27notc100i08	F&B Individual 46	F&B	176667.0
2801a007lcml	Retail Chain 28	Retail	168947.0
2801c070ojp	F&B Chain 1	F&B	161930.0
28ap0k7001ca	Retail Chain 24	Retail	173866.0
28c70n1o00ti	Household Goods and Groceries Chain 6	Household Goods and Groceries	164740.0
2900213ng2i	Retail Individual 149	Retail	165428.0
290c1a2n02a	F&B Chain 40	F&B	173166.0
29122vs0a0ie	Household Goods and Groceries Individual 22	Household Goods and Groceries	161220.0
2920cac0e12	F&B Chain 54	F&B	175971.0
293et005i3re	F&B Individual 335	F&B	170352.0
29jb21c0n02g	F&B Individual 99	F&B	168958.0
29l01ceg202	F&B Chain 41	F&B	175262.0
29n02ca02g1	F&B Chain 41	F&B	169654.0
29ti02sr21u0	Services Individual 41	Services	177375.0
2a12h0dc029	Services Chain 13	Services	164034.0
2a290g0t21i	Household Goods and Groceries Individual 37	Household Goods and Groceries	160520.0
2a96ui06yt10	Retail Individual 86	Retail	173157.0
2ay21i0209t	Services Individual 38	Services	170361.0
2b0ic8100g7	F&B Chain 36	F&B	168939.0
2c061035bnp	F&B Chain 53	F&B	160528.0
2c09s01a22r	Retail Chain 3	Retail	171052.0
2c0ra99e006i	Retail Individual 309	Retail	177377.0
2c10k20a92l	F&B Chain 7	F&B	166136.0
2c70nu0810na	F&B Chain 38	F&B	166847.0
2ca192r200u	F&B Chain 45	F&B	170360.0
2cf5003i1ea0	F&B Chain 67	F&B	173160.0
2d9212c00na	Services Chain 13	Services	175977.0
2di0a0i2291	Retail Individual 244	Retail	175273.0
2e0810ay7wc0	Retail Chain 32	Retail	166852.0
2e0ir1n03t05	Services Individual 32	Services	165442.0
2e2yo060nc01	F&B Individual 23	F&B	173871.0
2ea2029h0gi1	F&B Chain 78	F&B	161927.0
2ef5ca20006c	F&B Chain 42	F&B	166146.0
2f02ia1c092e	F&B Individual 177	F&B	171054.0
2fi14i00ix55	Services Individual 104	Services	166150.0
2g29oc2n010	Retail Chain 31	Retail	175966.0
2gh0922c0c1	F&B Individual 104	F&B	167549.0
2i102902uin	Household Goods and Groceries Individual 33	Household Goods and Groceries	175271.0
2i192h020cen	F&B Individual 316	F&B	163331.0
2i1ae092s2r0	F&B Individual 369	F&B	175275.0
2i22o00m19lo	F&B Individual 200	F&B	172466.0
2i2eu029t1r0	Retail Individual 177	Retail	164038.0
2i2t92c10y0	F&B Chain 31	F&B	166850.0
2i902ty12re0	Services Individual 85	Services	163335.0
2i91q0e202ut	Services Individual 94	Services	164026.0
2i920102yel	F&B Individual 126	F&B	160519.0
2i9a112y020	Services Individual 108	Services	168245.0
2ir1220ba90e	F&B Individual 190	F&B	166832.0
2iui01920n2	F&B Individual 389	F&B	164728.0
2j1870g0anc0	F&B Chain 60	F&B	170364.0
2k0ci70la646	Retail Individual 55	Retail	174572.0
2l01cel8y007	F&B Chain 55	F&B	175973.0
2l0c7108di0e	Retail Chain 24	Retail	172457.0
2l0cah0l8107	Household Goods and Groceries Individual 12	Household Goods and Groceries	159820.0
2l1020la2c9	F&B Chain 25	F&B	171047.0
2l20ik1v290	F&B Individual 412	F&B	173853.0
2l2e9i1h20l0	Transit & Travel Individual 11	Transit & Travel	164743.0
2l92l10c0a2	F&B Chain 54	F&B	175267.0
2lik180c007	Household Goods and Groceries Individual 11	Household Goods and Groceries	171765.0
2lk80c07a1w0	Services Chain 2	Services	170351.0
2m00nc122e9	Retail Chain 2	Retail	166853.0
2ma10i0a229	F&B Individual 148	F&B	169661.0
2n9cg02i201a	F&B Chain 3	F&B	168252.0
2na03035c90	Retail Individual 5	Retail	166130.0
2nb05c1k630a	F&B Chain 53	F&B	166837.0
2o0s809pi13h	Services Individual 125	Services	172457.0
2o22d190ca0	F&B Chain 41	F&B	160529.0
2o404u2id80i	Retail Individual 323	Retail	175266.0
2o6ci0222019	F&B Individual 381	F&B	166136.0
2ocw071n80t0	F&B Chain 39	F&B	175963.0
2oyn050c014g	Services Chain 7	Services	171750.0
2p0ou201is92	F&B Individual 269	F&B	171763.0
2q9i10022h	Services Individual 99	Services	173864.0
2r0ei2912si0	Retail Individual 79	Retail	168242.0
2r0hoc12290	F&B Chain 41	F&B	170363.0
2r1209e022i	F&B Individual 230	F&B	164032.0
2r60w13e0o5c	F&B Chain 53	F&B	175976.0
2r8mh8c3002a	Retail Individual 32	Retail	166849.0
2t3n5700rei0	Retail Individual 315	Retail	173854.0
2uh800l071co	Retail Chain 24	Retail	176664.0
2y8it0ci7010	F&B Individual 385	F&B	177376.0
2ya9a0022c1	Household Goods and Groceries Chain 8	Household Goods and Groceries	168251.0
3000n8t51c5	Household Goods and Groceries Chain 4	Household Goods and Groceries	171760.0
300510m5kil	Retail Individual 247	Retail	161229.0
300512ca5l0	Retail Chain 38	Retail	175266.0
3005ud051puc	Household Goods and Groceries Chain 4	Household Goods and Groceries	166149.0
300i5015nte	Transit & Travel Chain 2	Transit & Travel	172453.0
301041bir8er	F&B Individual 175	F&B	173864.0
301cce00557	Household Goods and Groceries Chain 4	Household Goods and Groceries	164733.0
30316b0cs7s	F&B Individual 113	F&B	160526.0
303g04ft3a6i	Services Individual 149	Services	170354.0
3051c5nt0r0e	Retail Chain 38	Retail	161222.0
305k150wac0l	Retail Chain 38	Retail	164028.0
305yn050iak1	Transit & Travel Individual 7	Transit & Travel	175973.0
3090ecf563ia	F&B Individual 294	F&B	161933.0
30alm0613cl7	F&B Chain 52	F&B	166851.0
30c07i2r9ea4	Retail Individual 301	Retail	171764.0
30dhc505b10	Transit & Travel Individual 1	Transit & Travel	171045.0
30di40y45r5e	Retail Individual 145	Retail	173169.0
30i89u1ta2y0	Retail Individual 283	Retail	168238.0
30in48800occ	Services Individual 11	Services	174556.0
30n4iert0630	Services Individual 146	Services	171760.0
30s49i03io5k	F&B Chain 69	F&B	169653.0
30s89cafa074	F&B Individual 58	F&B	175263.0
30u3ei4s001o	F&B Chain 76	F&B	173860.0
30uji105590	Retail Individual 213	Retail	169647.0
31036kl0i7n	F&B Individual 168	F&B	174565.0
31300t6ra1ec	Household Goods and Groceries Chain 1	Household Goods and Groceries	166131.0
313ke1a0t60c	Household Goods and Groceries Chain 1	Household Goods and Groceries	168237.0
31i55din0g03	Retail Individual 260	Retail	163339.0
31n5t04i50u	F&B Individual 165	F&B	168256.0
31p5i0e050w	Retail Individual 110	Retail	165444.0
322l102g0nce	F&B Individual 12	F&B	161228.0
324n07an00ig	F&B Chain 79	F&B	170355.0
336c10gt0p7	F&B Chain 21	F&B	166139.0
3370lck06cc1	F&B Chain 21	F&B	177381.0
33o7n10i406	Retail Chain 42	Retail	175966.0
33s0r01ec76a	Retail Chain 14	Retail	176669.0
34n1i600dc2g	Household Goods and Groceries Individual 8	Household Goods and Groceries	164733.0
35010c5rii0m	Retail Chain 38	Retail	172454.0
35050as10rit	Transit & Travel Chain 2	Transit & Travel	177365.0
350a5m1c0ll0	F&B Chain 8	F&B	166130.0
350bi1stj050	Retail Individual 100	Retail	178071.0
350hj0cr150	Household Goods and Groceries Chain 9	Household Goods and Groceries	165428.0
350tonc1i050	Household Goods and Groceries Chain 4	Household Goods and Groceries	167554.0
3550ack1p00a	Household Goods and Groceries Chain 4	Household Goods and Groceries	175262.0
3550le100cs	Household Goods and Groceries Chain 9	Household Goods and Groceries	175974.0
35e0c0wp051	Retail Chain 30	Retail	167550.0
35t7la0i0i65	Retail Individual 119	Retail	168941.0
368ep0720ui	Retail Individual 259	Retail	167553.0
371eia0f36c0	Transit & Travel Individual 9	Transit & Travel	169650.0
37o0uc107d3i	Retail Individual 44	Retail	166846.0
3800ic9ihc23	F&B Individual 90	F&B	175977.0
38i0odi70u62	Retail Individual 225	Retail	171753.0
38le0i673r0i	Services Individual 56	Services	170350.0
3a16103l0cly	Household Goods and Groceries Chain 1	Household Goods and Groceries	168243.0
3a1mc005l0l5	Retail Chain 38	Retail	162631.0
3a50c1e500rh	Retail Chain 38	Retail	173856.0
3b095hid440	F&B Individual 415	F&B	164040.0
3b5ao1t750c0	F&B Individual 25	F&B	162624.0
3bi620h02d6	Retail Individual 133	Retail	170356.0
3c05510sle0	Household Goods and Groceries Chain 9	Household Goods and Groceries	171064.0
3c0h80g040in	Retail Individual 67	Retail	176663.0
3c0ia671y03	Retail Individual 317	Retail	161224.0
3c4e0210une1	F&B Chain 27	F&B	175263.0
3c5005c01rt	F&B Chain 8	F&B	176679.0
3c5m0ir00u15	Household Goods and Groceries Chain 7	Household Goods and Groceries	169662.0
3ca0h50w05e1	Household Goods and Groceries Chain 4	Household Goods and Groceries	163336.0
3d01rc0u55i0	Household Goods and Groceries Chain 4	Household Goods and Groceries	161232.0
3dio04001g0m	F&B Individual 320	F&B	165435.0
3dio1iu50103	Retail Individual 124	Retail	163323.0
3e08cdgi0006	F&B Individual 80	F&B	160528.0
3e5rit50n080	F&B Individual 296	F&B	165440.0
3e8f10043fei	F&B Individual 383	F&B	162635.0
3ee047kc200	F&B Individual 85	F&B	166140.0
3ep015w0c50	Retail Chain 30	Retail	175270.0
3g500noc1h50	Retail Chain 38	Retail	173865.0
3gi51a050i0z	Retail Individual 155	Retail	171758.0
3h00c55uk01	Household Goods and Groceries Chain 7	Household Goods and Groceries	171748.0
3h500c015gon	Household Goods and Groceries Chain 4	Household Goods and Groceries	170355.0
3i0g5e2n6s04	F&B Chain 74	F&B	168243.0
3i0la055uc01	Retail Chain 38	Retail	161933.0
3i0y8e907r5k	F&B Individual 258	F&B	168940.0
3i2e00fac847	F&B Chain 6	F&B	166834.0
3ia3r151s00	Retail Chain 1	Retail	166849.0
3ie073301faf	F&B Individual 262	F&B	161231.0
3ie0p51w050	Retail Individual 173	Retail	168238.0
3iur40i6070m	F&B Individual 253	F&B	168957.0
3k0l10c5oe05	Household Goods and Groceries Chain 4	Household Goods and Groceries	161926.0
3k6cg01on031	Household Goods and Groceries Chain 1	Household Goods and Groceries	167550.0
3l000co1ar55	Household Goods and Groceries Chain 4	Household Goods and Groceries	167536.0
3l07ia30i16u	F&B Individual 297	F&B	163324.0
3l0e1l30c76y	Retail Chain 18	Retail	161227.0
3l0il5a5c001	Household Goods and Groceries Chain 7	Household Goods and Groceries	166838.0
3lei0l37610y	Retail Individual 240	Retail	165434.0
3m0aige51050	Retail Individual 211	Retail	176675.0
3n00ch1550da	Household Goods and Groceries Chain 4	Household Goods and Groceries	173868.0
3n0517c2070	Retail Individual 11	Retail	165429.0
3n0ig720na40	F&B Chain 79	F&B	177373.0
3n515ucab000	Household Goods and Groceries Chain 4	Household Goods and Groceries	171753.0
3n80i00rt9e1	Services Individual 162	Services	166146.0
3neh0c700i01	F&B Individual 243	F&B	167541.0
3o7n30016gai	Retail Individual 129	Retail	174564.0
3o9rc06c3k09	F&B Individual 110	F&B	175258.0
3pi005cw105	Retail Chain 27	Retail	166131.0
3pr105k0c5a0	Household Goods and Groceries Chain 4	Household Goods and Groceries	164737.0
3t007i1er8n4	Household Goods and Groceries Individual 24	Household Goods and Groceries	173158.0
3t0e5n1rc005	Retail Chain 6	Retail	171759.0
3u06d0oi2i94	Retail Individual 117	Retail	172458.0
3u5i0p50mr01	Services Individual 143	Services	167541.0
3ui15000c5rm	Household Goods and Groceries Chain 7	Household Goods and Groceries	159820.0
3we5c500p01	Retail Chain 30	Retail	175974.0
3zc5a2ma0061	Retail Individual 27	Retail	178072.0
4001io53ea1k	Services Individual 109	Services	165444.0
4006c8n3idg1	Retail Individual 38	Retail	170351.0
401351rtes0i	Services Individual 129	Services	174560.0
405co8o260fd	F&B Individual 71	F&B	168939.0
40a170r4ack0	F&B Individual 19	F&B	173152.0
40do503oid53	F&B Individual 423	F&B	168243.0
40e7i4a2gm00	Retail Individual 114	Retail	166146.0
40i2db011h2	Services Individual 58	Services	165441.0
40m51l20a1il	F&B Individual 245	F&B	172464.0
40n5i334igd0	Retail Individual 218	Retail	170355.0
41u77io03es0	F&B Individual 396	F&B	161230.0
42086iin08tg	Services Individual 164	Services	164742.0
42g20nbi350i	F&B Individual 339	F&B	171752.0
42i0m0t7ra61	Household Goods and Groceries Individual 28	Household Goods and Groceries	171057.0
440i1ert01k4	Household Goods and Groceries Individual 52	Household Goods and Groceries	174571.0
450cc80a21t	F&B Individual 70	F&B	166848.0
457u05c0e1os	F&B Individual 13	F&B	160521.0
4603hb0id30	Retail Individual 193	Retail	164031.0
46c30p3c085	Services Chain 1	Services	171056.0
46ie09uo7s05	Retail Individual 137	Retail	172450.0
480r00ait75	Retail Individual 152	Retail	175975.0
4b0id70h213	Household Goods and Groceries Individual 55	Household Goods and Groceries	164030.0
4boi5y52001	Retail Individual 98	Retail	164737.0
4c00n0a29l5	F&B Individual 118	F&B	177369.0
4d1io0i0u031	Retail Individual 184	Retail	167534.0
4dh102bi903	F&B Individual 249	F&B	176679.0
4e80i900ye5	F&B Individual 407	F&B	164028.0
4i00r74gni60	F&B Individual 250	F&B	159818.0
4i0i8od1190u	Retail Individual 238	Retail	168243.0
4i3os70e65u0	Retail Individual 239	Retail	171747.0
4i49h01d0b1	F&B Individual 142	F&B	161223.0
4i9e2c70f50a	F&B Individual 378	F&B	173855.0
4ih9300gn47o	Retail Individual 254	Retail	162624.0
4in9c50ci096	Retail Individual 52	Retail	161921.0
4l00ca0l61m8	F&B Chain 30	F&B	171754.0
4lli0h27a009	Retail Individual 233	Retail	160519.0
4m886li0u06c	Services Chain 4	Services	168952.0
4s711eir01i0	Services Individual 70	Services	178078.0
4tui00c543i1	F&B Individual 355	F&B	177375.0
4y600064lipp	Services Individual 45	Services	173859.0
50013tcm50aa	Household Goods and Groceries Chain 4	Household Goods and Groceries	177367.0
50055cs0131	Household Goods and Groceries Chain 4	Household Goods and Groceries	171765.0
5005l1i3k0	Retail Individual 154	Retail	168951.0
500ac0f840ie	F&B Individual 236	F&B	173859.0
500aer130c5s	Household Goods and Groceries Chain 4	Household Goods and Groceries	167537.0
500k131m50i	Retail Individual 72	Retail	160524.0
500r3kb01p5i	Retail Individual 198	Retail	171747.0
501ri0tc05u3	Household Goods and Groceries Chain 4	Household Goods and Groceries	164727.0
501ya0ca05r3	Household Goods and Groceries Chain 4	Household Goods and Groceries	168253.0
503510dk0hc	Household Goods and Groceries Chain 9	Household Goods and Groceries	164032.0
5050aaj013cr	Household Goods and Groceries Chain 4	Household Goods and Groceries	172458.0
5050ca1m0al3	Retail Chain 38	Retail	173163.0
5050cec00k7r	F&B Individual 69	F&B	174571.0
50572h0ceit3	Services Individual 151	Services	168958.0
505a3nnc00t1	Retail Chain 38	Retail	167551.0
505i1gn3c0a0	Household Goods and Groceries Chain 7	Household Goods and Groceries	177373.0
505pc03we10	Household Goods and Groceries Chain 9	Household Goods and Groceries	161928.0
505w001pei3	Transit & Travel Individual 5	Transit & Travel	173158.0
507iuy4r002r	F&B Individual 300	F&B	175970.0
50a0gn14y80i	Household Goods and Groceries Individual 34	Household Goods and Groceries	172453.0
50a50ay1j30c	Household Goods and Groceries Chain 4	Household Goods and Groceries	164733.0
50a5lw034ia6	Retail Individual 274	Retail	164031.0
50c0e3051pw	Retail Chain 30	Retail	165435.0
50cha0135a0u	Retail Chain 38	Retail	170351.0
50cp9t07o5s2	Household Goods and Groceries Individual 9	Household Goods and Groceries	164025.0
50e5l300ac1n	Household Goods and Groceries Chain 4	Household Goods and Groceries	171049.0
50h0315eco0	Retail Chain 38	Retail	165430.0
50i2so00h22p	Services Individual 34	Services	177373.0
50i510cyt0c3	F&B Chain 8	F&B	166140.0
50i8410fe1ac	F&B Individual 242	F&B	171761.0
50m3ca100aj5	Retail Chain 38	Retail	161221.0
50ms10ce035a	Household Goods and Groceries Chain 4	Household Goods and Groceries	178073.0
50n6t6a203i	F&B Individual 380	F&B	168948.0
50tc96yi3i02	F&B Individual 361	F&B	174571.0
51030ya0c5aj	Household Goods and Groceries Chain 4	Household Goods and Groceries	177376.0
51035ra0ubc0	Household Goods and Groceries Chain 4	Household Goods and Groceries	166140.0
510i05gncn30	Household Goods and Groceries Chain 4	Household Goods and Groceries	161927.0
513500esav0c	Household Goods and Groceries Chain 4	Household Goods and Groceries	171766.0
5135l0cm0k0	Household Goods and Groceries Chain 9	Household Goods and Groceries	169645.0
515n3hd00ac0	Household Goods and Groceries Chain 4	Household Goods and Groceries	163326.0
51cn5n00o03	Retail Chain 38	Retail	170342.0
51cs25000mk3	Household Goods and Groceries Chain 4	Household Goods and Groceries	169645.0
51mc0003ro5a	Retail Chain 38	Retail	159820.0
51s000h53icn	Household Goods and Groceries Chain 4	Household Goods and Groceries	173151.0
51yc0l305le0	Retail Chain 21	Retail	162637.0
52020cu0223	Retail Individual 8	Retail	164727.0
52ll010m79ca	Retail Chain 4	Retail	171751.0
5301h00i5ap	Retail Individual 241	Retail	162631.0
